Date,Ensemble,Equity,Bonds,60/40
2016-03-02,-0.6011934858784738,-1.502018721528417,-0.623613684588265,-1.150656706752356
2016-03-03,-0.6000618710102512,-1.4994408416020666,-0.6225522046185914,-1.1486853868086768
2016-03-04,-0.5989302561420285,-1.4968629616757165,-0.6214907246489177,-1.146714066864997
2016-03-07,-0.5977986412738059,-1.4942850817493665,-0.6204292446792442,-1.1447427469213174
2016-03-08,-0.6290781213728494,-1.4917072018230162,-0.6193677647095706,-1.1427714269776381
2016-03-09,-0.624686907303689,-1.489129321896666,-0.6183062847398969,-1.1408001070339584
2016-03-10,-0.6202956932345288,-1.4865514419703159,-0.6172448047702234,-1.138828787090279
2016-03-11,-0.6159044791653684,-1.4839735620439656,-0.6161833248005497,-1.1368574671465994
2016-03-14,-0.6147728642971457,-1.483249651264108,-0.6158852438911966,-1.1363038883149434
2016-03-15,-0.6136412494289231,-1.4825257404842502,-0.6155871629818435,-1.1357503094832875
2016-03-16,-0.6125096345607004,-1.4818018297043927,-0.6152890820724902,-1.1351967306516317
2016-03-17,-0.6861639042719336,-1.4810779189245349,-0.6149910011631371,-1.1346431518199758
2016-03-18,-0.6817726902027734,-1.480354008144677,-0.614692920253784,-1.1340895729883198
2016-03-21,-0.677381476133613,-1.4796300973648195,-0.6143948393444308,-1.133535994156664
2016-03-22,-0.6729902620644527,-1.517486001086518,-0.6299825644063066,-1.1624846264144335
2016-03-23,-0.6685990479952924,-1.5149081211601678,-0.6289210844366331,-1.160513306470754
2016-03-24,-0.664207833926132,-1.5657655961715704,-0.6498623976766222,-1.199404316773591
2016-03-28,-0.6598166198569717,-1.5630170111169703,-0.6487306273600222,-1.197302457614191
2016-03-29,-0.6899409125472852,-1.5602684260623703,-0.6475988570434221,-1.195200598454791
2016-03-30,-0.6886874718198951,-1.5575198410077702,-0.6464670867268221,-1.193098739295391
2016-03-31,-0.6874340310925051,-1.5547712559531701,-0.6453353164102221,-1.190996880135991
2016-04-01,-0.686180590365115,-1.55202267089857,-0.6442035460936221,-1.1888950209765907
2016-04-04,-0.6849271496377252,-1.54927408584397,-0.643071775777022,-1.1867931618171907
2016-04-05,-0.6836737089103351,-1.5465255007893697,-0.641940005460422,-1.1846913026577908
2016-04-06,-0.6824202681829451,-1.5437769157347696,-0.6408082351438219,-1.1825894434983906
2016-04-07,-0.6811668274555551,-1.5410283306801695,-0.639676464827222,-1.1804875843389906
2016-04-08,-0.6799133867281651,-1.5382797456255695,-0.6385446945106219,-1.1783857251795906
2016-04-11,-0.6786599460007752,-1.5355311605709694,-0.6374129241940218,-1.1762838660201904
2016-04-12,-0.6755221726590047,-1.5877542766083708,-0.6589165602094226,-1.2162191900487915
2016-04-13,-0.6723843993172345,-1.585005691553771,-0.6577847898928225,-1.2141173308893916
2016-04-14,-0.669246625975464,-1.5822571064991706,-0.6566530195762225,-1.2120154717299916
2016-04-15,-0.6661088526336938,-1.5795085214445708,-0.6555212492596224,-1.2099136125705914
2016-04-18,-0.6629710792919234,-1.5767599363899705,-0.6543894789430225,-1.2078117534111914
2016-04-19,-0.6598333059501531,-1.5740113513353706,-0.6532577086264224,-1.2057098942517914
2016-04-20,-0.6566955326083829,-1.5712627662807703,-0.6521259383098224,-1.2036080350923912
2016-04-21,-0.6535577592666124,-1.5685141812261705,-0.6509941679932223,-1.2015061759329912
2016-04-22,-0.6504199859248421,-1.5657655961715704,-0.6498623976766222,-1.199404316773591
2016-04-25,-0.6472822125830718,-1.5630170111169703,-0.6487306273600222,-1.197302457614191
2016-04-26,-0.6441444392413014,-1.5602684260623703,-0.6475988570434221,-1.195200598454791
2016-04-27,-0.6410066658995311,-1.5575198410077702,-0.6464670867268221,-1.193098739295391
2016-04-28,-0.6378688925577607,-1.5547712559531701,-0.6453353164102221,-1.190996880135991
2016-04-29,-0.6347311192159903,-1.5520226708985698,-0.6442035460936221,-1.1888950209765907
2016-05-02,-0.6315933458742201,-1.54927408584397,-0.643071775777022,-1.1867931618171907
2016-05-03,-0.6284555725324498,-1.5465255007893697,-0.641940005460422,-1.1846913026577908
2016-05-04,-0.6253177991906795,-1.5437769157347696,-0.6408082351438219,-1.1825894434983906
2016-05-05,-0.6221800258489091,-1.5410283306801695,-0.639676464827222,-1.1804875843389906
2016-05-06,-0.6190422525071386,-1.5907450316949672,-0.660148047598021,-1.2185062380561889
2016-05-09,-0.6159044791653684,-1.590502861662971,-0.6600483305260226,-1.2183210492081917
2016-05-10,-0.6147728642971457,-1.5877542766083708,-0.6589165602094226,-1.2162191900487915
2016-05-11,-0.6136412494289231,-1.585005691553771,-0.6577847898928225,-1.2141173308893916
2016-05-12,-0.6125096345607004,-1.5822571064991706,-0.6566530195762225,-1.2120154717299916
2016-05-13,-0.6113780196924777,-1.5795085214445708,-0.6555212492596224,-1.2099136125705914
2016-05-16,-0.6102464048242551,-1.5767599363899705,-0.6543894789430225,-1.2078117534111914
2016-05-17,-0.6091147899560324,-1.5740113513353706,-0.6532577086264224,-1.2057098942517914
2016-05-18,-0.6079831750878099,-1.593651072078921,-0.661344652462002,-1.2207285042321536
2016-05-19,-0.6068515602195871,-1.5934089020469249,-0.6612449353900036,-1.2205433153841565
2016-05-20,-0.6057199453513644,-1.593166732014929,-0.6611452183180052,-1.2203581265361594
2016-05-23,-0.6045883304831418,-1.5929245619829329,-0.6610455012460067,-1.2201729376881623
2016-05-24,-0.6034567156149191,-1.5926823919509365,-0.6609457841740083,-1.2199877488401651
2016-05-25,-0.6023251007466965,-1.5924402219189404,-0.6608460671020099,-1.219802559992168
2016-05-26,-0.6011934858784738,-1.5921980518869443,-0.6607463500300115,-1.2196173711441711
2016-05-27,-0.6000618710102512,-1.5919558818549477,-0.6606466329580131,-1.219432182296174
2016-06-01,-0.5989302561420285,-1.5917137118229518,-0.6605469158860147,-1.219246993448177
2016-06-02,-0.5977986412738059,-1.5914715417909557,-0.6604471988140163,-1.21906180460018
2016-06-03,-0.5966670264055831,-1.5912293717589596,-0.6603474817420178,-1.2188766157521829
2016-06-06,-0.5955354115373606,-1.5909872017269633,-0.6602477646700194,-1.2186914269041857
2016-06-07,-0.5944037966691378,-1.5907450316949672,-0.660148047598021,-1.2185062380561889
2016-06-08,-0.5932721818009152,-1.590502861662971,-0.6600483305260226,-1.2183210492081917
2016-06-09,-0.5902579462979323,-1.5877542766083708,-0.6589165602094226,-1.2162191900487915
2016-06-10,-0.5872437107949494,-1.585005691553771,-0.6577847898928225,-1.2141173308893916
2016-06-13,-0.5842294752919667,-1.5822571064991706,-0.6566530195762225,-1.2120154717299916
2016-06-14,-0.5812152397889838,-1.5795085214445708,-0.6555212492596224,-1.2099136125705914
2016-06-15,-0.5782010042860011,-1.5767599363899705,-0.6543894789430225,-1.2078117534111914
2016-06-16,-0.5751867687830182,-1.5740113513353706,-0.6532577086264224,-1.2057098942517914
2016-06-17,-0.6079831750878097,-1.5712627662807703,-0.6521259383098224,-1.2036080350923912
2016-06-20,-0.6068515602195871,-1.5934089020469249,-0.6612449353900036,-1.2205433153841565
2016-06-21,-0.6057199453513644,-1.593166732014929,-0.6611452183180052,-1.2203581265361594
2016-06-22,-0.6045883304831418,-1.5929245619829329,-0.6610455012460067,-1.2201729376881623
2016-06-23,-0.6034567156149191,-1.5926823919509365,-0.6609457841740083,-1.2199877488401651
2016-06-24,-0.6177404749997193,-1.5924402219189404,-0.6608460671020099,-1.219802559992168
2016-06-27,-0.6175109755204254,-1.5921980518869443,-0.6607463500300115,-1.2196173711441711
2016-06-28,-0.6172814760411316,-1.5919558818549477,-0.6606466329580131,-1.219432182296174
2016-06-29,-0.6170519765618377,-1.5917137118229518,-0.6605469158860147,-1.219246993448177
2016-06-30,-0.6168224770825439,-1.5914715417909557,-0.6604471988140163,-1.21906180460018
2016-07-01,-0.61659297760325,-1.5912293717589596,-0.6603474817420178,-1.2188766157521829
2016-07-06,-0.6163634781239561,-1.5909872017269633,-0.6602477646700194,-1.2186914269041857
2016-07-07,-0.6161339786446624,-1.5907450316949672,-0.660148047598021,-1.2185062380561889
2016-07-08,-0.6159044791653684,-1.590502861662971,-0.6600483305260226,-1.2183210492081917
2016-07-11,-0.6147728642971457,-1.5877542766083708,-0.6589165602094226,-1.2162191900487915
2016-07-12,-0.6136412494289231,-1.585005691553771,-0.6577847898928225,-1.2141173308893916
2016-07-13,-0.6125096345607004,-1.5822571064991706,-0.6566530195762225,-1.2120154717299916
2016-07-14,-0.6113780196924777,-1.5795085214445708,-0.6555212492596224,-1.2099136125705914
2016-07-15,-0.6102464048242551,-1.5767599363899705,-0.6543894789430225,-1.2078117534111914
2016-07-18,-0.6091147899560324,-1.5740113513353706,-0.6532577086264224,-1.2057098942517914
2016-07-19,-0.6079831750878097,-1.5712627662807703,-0.6521259383098224,-1.2036080350923912
2016-07-20,-0.6068515602195871,-1.5685141812261705,-0.6509941679932223,-1.2015061759329912
2016-07-21,-0.6057199453513644,-1.5657655961715704,-0.6498623976766222,-1.199404316773591
2016-07-22,-0.6045883304831418,-1.5630170111169703,-0.6487306273600222,-1.197302457614191
2016-07-25,-0.6034567156149191,-1.5602684260623703,-0.6475988570434221,-1.195200598454791
2016-07-26,-0.6023251007466965,-1.55751984100777,-0.6464670867268221,-1.193098739295391
2016-07-27,-0.6011934858784738,-1.5547712559531701,-0.6453353164102221,-1.190996880135991
2016-07-28,-0.6000618710102512,-1.5520226708985698,-0.6442035460936221,-1.1888950209765907
2016-07-29,-0.5989302561420285,-1.54927408584397,-0.643071775777022,-1.1867931618171907
2016-08-01,-0.5977986412738059,-1.5465255007893697,-0.641940005460422,-1.1846913026577908
2016-08-02,-0.5966670264055831,-1.5437769157347696,-0.6408082351438219,-1.1825894434983906
2016-08-03,-0.6163634781239561,-1.5410283306801695,-0.639676464827222,-1.1804875843389906
2016-08-04,-0.6161339786446624,-1.5382797456255695,-0.6385446945106219,-1.1783857251795906
2016-08-05,-0.6159044791653684,-1.5355311605709694,-0.6374129241940218,-1.1762838660201904
2016-08-08,-0.6147728642971457,-1.5337441738571433,-0.6366771061353876,-1.174917346768441
2016-08-09,-0.6136412494289231,-1.531957187143317,-0.6359412880767533,-1.1735508275166915
2016-08-10,-0.6125096345607004,-1.530170200429491,-0.635205470018119,-1.1721843082649424
2016-08-11,-0.6113780196924777,-1.5283832137156648,-0.6344696519594847,-1.1708177890131928
2016-08-12,-0.6102464048242551,-1.5265962270018387,-0.6337338339008504,-1.1694512697614436
2016-08-15,-0.6091147899560324,-1.5248092402880127,-0.6329980158422162,-1.168084750509694
2016-08-16,-0.6079831750878097,-1.5230222535741864,-0.6322621977835818,-1.1667182312579447
2016-08-17,-0.6068515602195871,-1.5212352668603604,-0.6315263797249475,-1.1653517120061951
2016-08-18,-0.6057199453513644,-1.5194482801465343,-0.6307905616663133,-1.163985192754446
2016-08-19,-0.6045883304831418,-1.517661293432708,-0.6300547436076789,-1.1626186735026964
2016-08-22,-0.6034567156149191,-1.515874306718882,-0.6293189255490447,-1.161252154250947
2016-08-23,-0.6034567156149191,-1.515874306718882,-0.6293189255490447,-1.161252154250947
2016-08-24,-0.6034567156149191,-1.515874306718882,-0.6293189255490447,-1.161252154250947
2016-08-25,-0.6034567156149191,-1.515874306718882,-0.6293189255490447,-1.161252154250947
2016-08-26,-0.6034567156149191,-1.515874306718882,-0.6293189255490447,-1.161252154250947
2016-08-29,-0.6034567156149191,-1.515874306718882,-0.6293189255490447,-1.161252154250947
2016-08-30,-0.6034567156149191,-1.515874306718882,-0.6293189255490447,-1.161252154250947
2016-08-31,-0.6034567156149191,-1.515874306718882,-0.6293189255490447,-1.161252154250947
2016-09-01,-0.6034567156149191,-1.515874306718882,-0.6293189255490447,-1.161252154250947
2016-09-02,-0.6179699744790131,-1.515874306718882,-0.6293189255490447,-1.161252154250947
2016-09-07,-0.6179699744790131,-1.515874306718882,-0.6293189255490447,-1.161252154250947
2016-09-08,-0.6179699744790131,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-09-09,-0.6179699744790131,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-09-12,-0.6179699744790131,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-09-13,-0.6179699744790131,-1.5084382248100925,-0.626257009468955,-1.1555657386736375
2016-09-14,-0.6179699744790131,-1.5084382248100925,-0.626257009468955,-1.1555657386736375
2016-09-15,-0.6179699744790131,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-09-16,-0.6179699744790131,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-09-19,-0.6179699744790131,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-09-20,-0.6179699744790131,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-09-21,-0.6179699744790131,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-09-22,-0.6179699744790131,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-09-23,-0.6466689335135339,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-09-26,-0.6466689335135339,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-09-27,-0.6466689335135339,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-09-28,-0.6466689335135339,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-09-29,-0.6466689335135339,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-09-30,-0.6466689335135339,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-10-03,-0.6466689335135339,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-10-04,-0.6466689335135339,-1.4910916009566821,-0.6191142819999036,-1.1423006733739707
2016-10-05,-0.6466689335135339,-1.4793164004882917,-0.6142656700423311,-1.1332961083099076
2016-10-06,-0.6466689335135339,-1.4793164004882917,-0.6142656700423311,-1.1332961083099076
2016-10-07,-0.6466689335135339,-1.4793164004882917,-0.6142656700423311,-1.1332961083099076
2016-10-10,-0.6466689335135339,-1.4793164004882917,-0.6142656700423311,-1.1332961083099076
2016-10-11,-0.6466689335135339,-1.4793164004882917,-0.6142656700423311,-1.1332961083099076
2016-10-12,-0.6466689335135339,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-10-13,-0.6466689335135339,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-10-14,-0.6466689335135339,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-10-17,-0.6466689335135339,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-10-18,-0.6466689335135339,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-10-19,-0.6466689335135339,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-10-20,-0.6466689335135339,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-10-21,-0.6466689335135339,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-10-24,-0.6466689335135339,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-10-25,-0.6466689335135339,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-10-26,-0.6466689335135339,-1.4552524578727501,-0.6043569877888729,-1.1148942698391995
2016-10-27,-0.6466689335135339,-1.4552524578727501,-0.6043569877888729,-1.1148942698391995
2016-10-28,-0.6466689335135339,-1.4552524578727501,-0.6043569877888729,-1.1148942698391995
2016-10-31,-0.6466689335135339,-1.4552524578727501,-0.6043569877888729,-1.1148942698391995
2016-11-01,-0.6466689335135339,-1.4552524578727501,-0.6043569877888729,-1.1148942698391995
2016-11-02,-0.6466689335135339,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-11-03,-0.6466689335135339,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-11-04,-0.6466689335135339,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-11-07,-0.6899409125472852,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-11-08,-0.6899409125472852,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-11-09,-0.6899409125472852,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-11-10,-0.6899409125472852,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-11-14,-0.6899409125472852,-1.4722001385563435,-0.6113354445409407,-1.1278542609501823
2016-11-15,-0.6899409125472852,-1.4579572499822817,-0.605470725716327,-1.1169626402758999
2016-11-16,-0.6899409125472852,-1.4579572499822817,-0.605470725716327,-1.1169626402758999
2016-11-17,-0.6899409125472852,-1.4579572499822817,-0.605470725716327,-1.1169626402758999
2016-11-18,-0.6899409125472852,-1.4579572499822817,-0.605470725716327,-1.1169626402758999
2016-11-21,-0.6899409125472852,-1.4579572499822817,-0.605470725716327,-1.1169626402758999
2016-11-22,-0.6899409125472852,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-11-23,-0.6899409125472852,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-11-28,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-11-29,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-11-30,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-01,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-02,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-05,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-06,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-07,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-08,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-09,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-12,-0.7072238886756806,-1.4579572499822817,-0.605470725716327,-1.1169626402758999
2016-12-13,-0.7072238886756806,-1.4579572499822817,-0.605470725716327,-1.1169626402758999
2016-12-14,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-15,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-16,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-19,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-20,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-21,-0.7072238886756806,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-22,-0.6934360406743907,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-23,-0.6934360406743907,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-27,-0.6934360406743907,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-28,-0.6934360406743907,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-29,-0.6466689335135339,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2016-12-30,-0.6466689335135339,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2017-01-03,-0.6466689335135339,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2017-01-04,-0.6466689335135339,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2017-01-05,-0.6466689335135339,-1.4864344394010083,-0.617196627241685,-1.1387393145372788
2017-01-06,-0.6810852126564235,-1.5084382248100925,-0.626257009468955,-1.1555657386736375
2017-01-09,-0.6810852126564235,-1.5084382248100925,-0.626257009468955,-1.1555657386736375
2017-01-10,-0.6810852126564235,-1.5511798815071831,-0.643856515167757,-1.1882505349714128
2017-01-11,-0.6810852126564235,-1.5511798815071831,-0.643856515167757,-1.1882505349714128
2017-01-12,-0.6810852126564235,-1.5511798815071831,-0.643856515167757,-1.1882505349714128
