Date,Ensemble,Equity,Bonds,60/40
2016-03-02,-1.322747866986452,-1.9054487735825483,-0.7897319413164368,-1.4591620406761037
2016-03-03,-1.322747866986452,-1.9054487735825483,-0.7897319413164368,-1.4591620406761037
2016-03-04,-1.322747866986452,-1.9054487735825483,-0.7897319413164368,-1.4591620406761037
2016-03-07,-1.322747866986452,-1.9054487735825483,-0.7897319413164368,-1.4591620406761037
2016-03-08,-1.3668893264618687,-1.9054487735825483,-0.7897319413164368,-1.4591620406761037
2016-03-09,-1.3668893264618687,-1.9054487735825483,-0.7897319413164368,-1.4591620406761037
2016-03-10,-1.3668893264618687,-1.9054487735825483,-0.7897319413164368,-1.4591620406761037
2016-03-11,-1.2730162205498061,-1.8527643721402254,-0.7680383642519508,-1.4188739689849155
2016-03-14,-1.2730162205498061,-1.8527643721402254,-0.7680383642519508,-1.4188739689849155
2016-03-15,-1.2730162205498061,-1.8527643721402254,-0.7680383642519508,-1.4188739689849155
2016-03-16,-1.2730162205498061,-1.8527643721402254,-0.7680383642519508,-1.4188739689849155
2016-03-17,-1.3229229362361128,-1.8527643721402254,-0.7680383642519508,-1.4188739689849155
2016-03-18,-1.3229229362361128,-1.8527643721402254,-0.7680383642519508,-1.4188739689849155
2016-03-21,-1.3229229362361128,-1.8527643721402254,-0.7680383642519508,-1.4188739689849155
2016-03-22,-1.3229229362361128,-1.9132560557554135,-0.7929467045640872,-1.465132315278883
2016-03-23,-1.3229229362361128,-1.9132560557554135,-0.7929467045640872,-1.465132315278883
2016-03-24,-1.3229229362361128,-1.9332284520127225,-0.8011706324347436,-1.480405324181531
2016-03-28,-1.3229229362361128,-1.9332284520127225,-0.8011706324347436,-1.480405324181531
2016-03-29,-1.3229229362361128,-1.9332284520127225,-0.8011706324347436,-1.480405324181531
2016-03-30,-1.3229229362361128,-1.9332284520127225,-0.8011706324347436,-1.480405324181531
2016-03-31,-1.3229229362361128,-1.9332284520127225,-0.8011706324347436,-1.480405324181531
2016-04-01,-1.3229229362361128,-1.9332284520127225,-0.8011706324347436,-1.480405324181531
2016-04-04,-1.3229229362361128,-1.9332284520127225,-0.8011706324347436,-1.480405324181531
2016-04-05,-1.3229229362361128,-1.9332284520127225,-0.8011706324347436,-1.480405324181531
2016-04-06,-1.3229229362361128,-1.9332284520127225,-0.8011706324347436,-1.480405324181531
2016-04-07,-1.3229229362361128,-1.9332284520127225,-0.8011706324347436,-1.480405324181531
2016-04-08,-1.3229229362361128,-1.9332284520127225,-0.8011706324347436,-1.480405324181531
2016-04-11,-1.2513381595432975,-1.8890398640747499,-0.782975331519108,-1.4466140510524932
2016-04-12,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-04-13,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-04-14,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-04-15,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-04-18,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-04-19,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-04-20,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-04-21,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-04-22,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-04-25,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-04-26,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-04-27,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-04-28,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-04-29,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-05-02,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-05-03,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-05-04,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-05-05,-1.2513381595432975,-1.9558672715781933,-0.8104924993146434,-1.4977173626727736
2016-05-06,-1.2513381595432975,-1.9564054272048517,-0.8107140928079734,-1.4981288934461001
2016-05-09,-1.1877947915055045,-1.9198151706506634,-0.7956475165797783,-1.4701481090223094
2016-05-10,-1.1877947915055045,-1.9198151706506634,-0.7956475165797783,-1.4701481090223094
2016-05-11,-1.1877947915055045,-1.9198151706506634,-0.7956475165797783,-1.4701481090223094
2016-05-12,-1.1877947915055045,-1.9198151706506634,-0.7956475165797783,-1.4701481090223094
2016-05-13,-1.1877947915055045,-1.9198151706506634,-0.7956475165797783,-1.4701481090223094
2016-05-16,-1.1877947915055045,-1.9198151706506634,-0.7956475165797783,-1.4701481090223094
2016-05-17,-1.1877947915055045,-1.9198151706506634,-0.7956475165797783,-1.4701481090223094
2016-05-18,-1.1877947915055045,-2.104697386896611,-0.8717754879751685,-1.6115286273280338
2016-05-19,-1.1877947915055045,-2.104697386896611,-0.8717754879751685,-1.6115286273280338
2016-05-20,-1.1877947915055045,-2.104697386896611,-0.8717754879751685,-1.6115286273280338
2016-05-23,-1.1877947915055045,-2.104697386896611,-0.8717754879751685,-1.6115286273280338
2016-05-24,-1.1877947915055045,-2.104697386896611,-0.8717754879751685,-1.6115286273280338
2016-05-25,-1.1877947915055045,-2.104697386896611,-0.8717754879751685,-1.6115286273280338
2016-05-26,-1.1877947915055045,-2.104697386896611,-0.8717754879751685,-1.6115286273280338
2016-05-27,-1.1877947915055045,-2.104697386896611,-0.8717754879751685,-1.6115286273280338
2016-06-01,-1.1877947915055045,-2.104697386896611,-0.8717754879751685,-1.6115286273280338
2016-06-02,-1.1877947915055045,-2.104697386896611,-0.8717754879751685,-1.6115286273280338
2016-06-03,-1.1877947915055045,-2.104697386896611,-0.8717754879751685,-1.6115286273280338
2016-06-06,-1.1877947915055045,-2.104697386896611,-0.8717754879751685,-1.6115286273280338
2016-06-07,-1.1877947915055045,-2.104697386896611,-0.8717754879751685,-1.6115286273280338
2016-06-08,-1.1337472815323602,-2.0579524300571888,-0.8525275645707006,-1.5757824838625936
2016-06-09,-1.1337472815323602,-2.0579524300571888,-0.8525275645707006,-1.5757824838625936
2016-06-10,-1.1337472815323602,-2.0579524300571888,-0.8525275645707006,-1.5757824838625936
2016-06-13,-1.1337472815323602,-2.0579524300571888,-0.8525275645707006,-1.5757824838625936
2016-06-14,-1.1337472815323602,-2.0579524300571888,-0.8525275645707006,-1.5757824838625936
2016-06-15,-1.1337472815323602,-2.0579524300571888,-0.8525275645707006,-1.5757824838625936
2016-06-16,-1.1337472815323602,-2.0579524300571888,-0.8525275645707006,-1.5757824838625936
2016-06-17,-1.1362220348914809,-2.0579524300571888,-0.8525275645707006,-1.5757824838625936
2016-06-20,-1.1362220348914809,-2.1005197612479236,-0.87005528917865,-1.6083339724202141
2016-06-21,-1.1362220348914809,-2.1005197612479236,-0.87005528917865,-1.6083339724202141
2016-06-22,-1.1362220348914809,-2.1005197612479236,-0.87005528917865,-1.6083339724202141
2016-06-23,-1.1362220348914809,-2.1005197612479236,-0.87005528917865,-1.6083339724202141
2016-06-24,-1.3862327120264355,-2.1005197612479236,-0.87005528917865,-1.6083339724202141
2016-06-27,-1.3862327120264355,-2.1005197612479236,-0.87005528917865,-1.6083339724202141
2016-06-28,-1.3862327120264355,-2.1005197612479236,-0.87005528917865,-1.6083339724202141
2016-06-29,-1.3862327120264355,-2.1005197612479236,-0.87005528917865,-1.6083339724202141
2016-06-30,-1.3862327120264355,-2.1005197612479236,-0.87005528917865,-1.6083339724202141
2016-07-01,-1.3862327120264355,-2.1005197612479236,-0.87005528917865,-1.6083339724202141
2016-07-06,-1.3862327120264355,-2.1005197612479236,-0.87005528917865,-1.6083339724202141
2016-07-07,-1.3862327120264355,-2.1005197612479236,-0.87005528917865,-1.6083339724202141
2016-07-08,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-07-11,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-07-12,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-07-13,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-07-14,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-07-15,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-07-18,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-07-19,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-07-20,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-07-21,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-07-22,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-07-25,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-07-26,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-07-27,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-07-28,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-07-29,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-08-01,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-08-02,-1.3220386926213465,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-08-03,-1.3644094179240653,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-08-04,-1.3644094179240653,-2.0580183529491776,-0.8525547092909311,-1.5758328954858791
2016-08-05,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-08,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-09,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-10,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-11,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-12,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-15,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-16,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-17,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-18,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-19,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-22,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-23,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-24,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-25,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-26,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-29,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-30,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-08-31,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-09-01,-1.3068321149426272,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-09-02,-1.3141852866946868,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-09-07,-1.3141852866946868,-2.017827030458546,-0.8360053412065536,-1.5450983547577493
2016-09-08,-1.3141852866946868,-1.9198311961968098,-0.7956541153340737,-1.4701603638517153
2016-09-09,-1.3141852866946868,-1.9198311961968098,-0.7956541153340737,-1.4701603638517153
2016-09-12,-1.3141852866946868,-1.9198311961968098,-0.7956541153340737,-1.4701603638517153
2016-09-13,-1.3141852866946868,-1.9213092814131594,-0.796262738658453,-1.4712906643112766
2016-09-14,-1.3141852866946868,-1.9213092814131594,-0.796262738658453,-1.4712906643112766
2016-09-15,-1.3141852866946868,-1.8753901443982857,-0.7773548587111521,-1.436176030123432
2016-09-16,-1.3141852866946868,-1.8753901443982857,-0.7773548587111521,-1.436176030123432
2016-09-19,-1.3141852866946868,-1.8753901443982857,-0.7773548587111521,-1.436176030123432
2016-09-20,-1.3141852866946868,-1.8753901443982857,-0.7773548587111521,-1.436176030123432
2016-09-21,-1.3141852866946868,-1.8753901443982857,-0.7773548587111521,-1.436176030123432
2016-09-22,-1.3141852866946868,-1.8753901443982857,-0.7773548587111521,-1.436176030123432
2016-09-23,-1.3220162813912322,-1.8753901443982857,-0.7773548587111521,-1.436176030123432
2016-09-26,-1.3220162813912322,-1.8753901443982857,-0.7773548587111521,-1.436176030123432
2016-09-27,-1.3220162813912322,-1.8753901443982857,-0.7773548587111521,-1.436176030123432
2016-09-28,-1.3220162813912322,-1.8753901443982857,-0.7773548587111521,-1.436176030123432
2016-09-29,-1.3220162813912322,-1.8753901443982857,-0.7773548587111521,-1.436176030123432
2016-09-30,-1.3220162813912322,-1.8753901443982857,-0.7773548587111521,-1.436176030123432
2016-10-03,-1.3220162813912322,-1.8753901443982857,-0.7773548587111521,-1.436176030123432
2016-10-04,-1.3220162813912322,-1.8753901443982857,-0.7773548587111521,-1.436176030123432
2016-10-05,-1.3220162813912322,-1.8714241752808238,-0.775721812603962,-1.433143230210079
2016-10-06,-1.3220162813912322,-1.8714241752808238,-0.775721812603962,-1.433143230210079
2016-10-07,-1.3220162813912322,-1.8714241752808238,-0.775721812603962,-1.433143230210079
2016-10-10,-1.3220162813912322,-1.8714241752808238,-0.775721812603962,-1.433143230210079
2016-10-11,-1.3220162813912322,-1.8714241752808238,-0.775721812603962,-1.433143230210079
2016-10-12,-1.3220162813912322,-1.870772824014296,-0.7754536091412739,-1.432645138065087
2016-10-13,-1.3220162813912322,-1.870772824014296,-0.7754536091412739,-1.432645138065087
2016-10-14,-1.3220162813912322,-1.870772824014296,-0.7754536091412739,-1.432645138065087
2016-10-17,-1.3220162813912322,-1.870772824014296,-0.7754536091412739,-1.432645138065087
2016-10-18,-1.3220162813912322,-1.870772824014296,-0.7754536091412739,-1.432645138065087
2016-10-19,-1.3220162813912322,-1.870772824014296,-0.7754536091412739,-1.432645138065087
2016-10-20,-1.3220162813912322,-1.870772824014296,-0.7754536091412739,-1.432645138065087
2016-10-21,-1.3220162813912322,-1.870772824014296,-0.7754536091412739,-1.432645138065087
2016-10-24,-1.3220162813912322,-1.870772824014296,-0.7754536091412739,-1.432645138065087
2016-10-25,-1.3220162813912322,-1.870772824014296,-0.7754536091412739,-1.432645138065087
2016-10-26,-1.3220162813912322,-1.828190558610307,-0.7579197351513961,-1.4000822292267427
2016-10-27,-1.3220162813912322,-1.828190558610307,-0.7579197351513961,-1.4000822292267427
2016-10-28,-1.3220162813912322,-1.828190558610307,-0.7579197351513961,-1.4000822292267427
2016-10-31,-1.3220162813912322,-1.828190558610307,-0.7579197351513961,-1.4000822292267427
2016-11-01,-1.3220162813912322,-1.828190558610307,-0.7579197351513961,-1.4000822292267427
2016-11-02,-1.3220162813912322,-1.8876703395032963,-0.7824114096367447,-1.4455667675566757
2016-11-03,-1.3220162813912322,-1.8876703395032963,-0.7824114096367447,-1.4455667675566757
2016-11-04,-1.3220162813912322,-1.8876703395032963,-0.7824114096367447,-1.4455667675566757
2016-11-07,-1.431302422619642,-1.8876703395032963,-0.7824114096367447,-1.4455667675566757
2016-11-08,-1.431302422619642,-1.8876703395032963,-0.7824114096367447,-1.4455667675566757
2016-11-09,-1.431302422619642,-1.8876703395032963,-0.7824114096367447,-1.4455667675566757
2016-11-10,-1.431302422619642,-1.8876703395032963,-0.7824114096367447,-1.4455667675566757
2016-11-14,-1.431302422619642,-1.8876703395032963,-0.7824114096367447,-1.4455667675566757
2016-11-15,-1.431302422619642,-1.8876703395032963,-0.7824114096367447,-1.4455667675566757
2016-11-16,-1.431302422619642,-1.8876703395032963,-0.7824114096367447,-1.4455667675566757
2016-11-17,-1.431302422619642,-1.8876703395032963,-0.7824114096367447,-1.4455667675566757
2016-11-18,-1.431302422619642,-1.8876703395032963,-0.7824114096367447,-1.4455667675566757
2016-11-21,-1.431302422619642,-1.8876703395032963,-0.7824114096367447,-1.4455667675566757
2016-11-22,-1.431302422619642,-1.9128505402371272,-0.7927797275859693,-1.4648222151766639
2016-11-23,-1.431302422619642,-1.9128505402371272,-0.7927797275859693,-1.4648222151766639
2016-11-28,-1.4354731610923905,-1.91645570043699,-0.7942642053153244,-1.4675791023883233
2016-11-29,-1.4354731610923905,-1.91645570043699,-0.7942642053153244,-1.4675791023883233
2016-11-30,-1.4354731610923905,-1.91645570043699,-0.7942642053153244,-1.4675791023883233
2016-12-01,-1.4354731610923905,-1.91645570043699,-0.7942642053153244,-1.4675791023883233
2016-12-02,-1.4354731610923905,-1.91645570043699,-0.7942642053153244,-1.4675791023883233
2016-12-05,-1.4354731610923905,-1.91645570043699,-0.7942642053153244,-1.4675791023883233
2016-12-06,-1.4354731610923905,-1.91645570043699,-0.7942642053153244,-1.4675791023883233
2016-12-07,-1.4354731610923905,-1.91645570043699,-0.7942642053153244,-1.4675791023883233
2016-12-08,-1.4354731610923905,-1.91645570043699,-0.7942642053153244,-1.4675791023883233
2016-12-09,-1.4354731610923905,-1.91645570043699,-0.7942642053153244,-1.4675791023883233
2016-12-12,-1.4354731610923905,-1.8999787229033374,-0.7874795675073497,-1.4549790607449422
2016-12-13,-1.4354731610923905,-1.8999787229033374,-0.7874795675073497,-1.4549790607449422
2016-12-14,-1.4354731610923905,-1.9104117864338053,-0.7917755348434249,-1.4629572857976527
2016-12-15,-1.4354731610923905,-1.9104117864338053,-0.7917755348434249,-1.4629572857976527
2016-12-16,-1.4354731610923905,-1.9104117864338053,-0.7917755348434249,-1.4629572857976527
2016-12-19,-1.4354731610923905,-1.9104117864338053,-0.7917755348434249,-1.4629572857976527
2016-12-20,-1.4354731610923905,-1.9104117864338053,-0.7917755348434249,-1.4629572857976527
2016-12-21,-1.4354731610923905,-1.9104117864338053,-0.7917755348434249,-1.4629572857976527
2016-12-22,-1.4354731610923905,-1.9104117864338053,-0.7917755348434249,-1.4629572857976527
2016-12-23,-1.4354731610923905,-1.9104117864338053,-0.7917755348434249,-1.4629572857976527
2016-12-27,-1.4354731610923905,-1.9104117864338053,-0.7917755348434249,-1.4629572857976527
2016-12-28,-1.4354731610923905,-1.9104117864338053,-0.7917755348434249,-1.4629572857976527
2016-12-29,-1.4144271268755668,-1.9104117864338053,-0.7917755348434249,-1.4629572857976527
2016-12-30,-1.4144271268755668,-1.9104117864338053,-0.7917755348434249,-1.4629572857976527
2017-01-03,-1.4144271268755668,-1.9104117864338053,-0.7917755348434249,-1.4629572857976527
2017-01-04,-1.4144271268755668,-1.9104117864338053,-0.7917755348434249,-1.4629572857976527
2017-01-05,-1.4144271268755668,-1.9104117864338053,-0.7917755348434249,-1.4629572857976527
2017-01-06,-1.4148417023722593,-1.9374806708600418,-0.8029215460777577,-1.4836570209471278
2017-01-09,-1.4148417023722593,-1.9374806708600418,-0.8029215460777577,-1.4836570209471278
2017-01-10,-1.4148417023722593,-1.9861775806915969,-0.8229732148319273,-1.5208958343477288
2017-01-11,-1.4148417023722593,-1.9861775806915969,-0.8229732148319273,-1.5208958343477288
2017-01-12,-1.4148417023722593,-1.9861775806915969,-0.8229732148319273,-1.5208958343477288
