Date,Front,Next,Carry
2015-10-07,2.065,2.102,0.2131085525011582
2015-10-08,2.102,2.09,-0.06870247773647685
2015-10-09,2.09,2.07,-0.11538550439330376
2015-10-12,2.07,2.042,-0.16342665041764637
2015-10-13,2.042,1.975,-0.4003358566726624
2015-10-14,1.975,2.019,0.26440729173138233
2015-10-15,2.019,2.035,0.09472175476629408
2015-10-16,2.035,2.023,-0.07097112850739828
2015-10-19,2.023,2.069,0.2698060869335689
2015-10-20,2.069,2.028,-0.24018375641363063
2015-10-21,2.028,2.028,0.0
2015-10-22,2.028,2.087,0.3441305083935234
2015-10-23,2.087,2.058,-0.16791588819847178
2015-10-26,2.058,2.037,-0.12307800200626931
2015-10-27,2.037,2.101,0.3712234154183365
2015-10-28,2.101,2.172,0.39881976250590956
2015-10-29,2.172,2.146,-0.14451309435818896
2015-10-30,2.146,2.176,0.16659221742227434
2015-11-02,2.176,2.218,0.229410719213749
2015-11-03,2.218,2.227,0.04859399216466363
2015-11-04,2.227,2.236,0.04839800421146882
2015-11-05,2.236,2.325,0.46837780495760173
2015-11-06,2.325,2.349,0.12323599964947254
2015-11-09,2.349,2.336,-0.06659568852954345
2015-11-10,2.336,2.331,-0.025712458948325793
2015-11-11,2.331,2.315,-0.08265207018507263
2015-11-12,2.315,2.275,-0.2091556216234038
2015-11-13,2.275,2.271,-0.021117471353908332
2015-11-16,2.271,2.268,-0.015862527094989892
2015-11-17,2.268,2.273,0.026425908058806687
2015-11-18,2.273,2.247,-0.13805462000656982
2015-11-19,2.247,2.264,0.0904460056529328
2015-11-20,2.264,2.243,-0.11182685763438228
2015-11-23,2.243,2.239,-0.021419015057441655
2015-11-24,2.239,2.234,-0.026827643635305078
2015-11-25,2.234,2.224,-0.05383589110407565
2015-11-26,2.224,2.222,-0.010796222050773553
2015-11-27,2.222,2.208,-0.0758467536310711
2015-11-30,2.208,2.145,-0.34737091241842355
2015-12-01,2.145,2.178,0.18320966556946056
2015-12-02,2.178,2.321,0.7630932333783762
2015-12-03,2.321,2.273,-0.25077098906272677
2015-12-04,2.273,2.236,-0.1969438749306402
2015-12-07,2.236,2.222,-0.07537036890497485
2015-12-08,2.222,2.211,-0.059553472105548164
2015-12-09,2.211,2.234,0.12418558526039744
2015-12-10,2.234,2.132,-0.56079833212093
2015-12-11,2.132,2.225,0.5123569117752645
2015-12-14,2.225,2.268,0.22969764296762482
2015-12-15,2.268,2.298,0.15768952273269993
2015-12-16,2.298,2.225,-0.38738716570032516
2015-12-17,2.225,2.204,-0.11379629193042493
2015-12-18,2.204,2.195,-0.04910213716240183
2015-12-21,2.195,2.237,0.22744363177029595
2015-12-22,2.237,2.259,0.11743865973448259
2015-12-23,2.259,2.245,-0.07460059549978225
2015-12-24,2.245,2.232,-0.06968972010183636
2015-12-28,2.232,2.308,0.4017996495214614
2015-12-29,2.308,2.294,-0.07301195926408954
2015-12-30,2.294,2.269,-0.1314937549136908
2015-12-31,2.269,2.243,-0.13829940311560165
2016-01-04,2.243,2.239,-0.021419015057441655
2016-01-05,2.239,2.17,-0.37562604077099526
2016-01-06,2.17,2.149,-0.11669459870393693
2016-01-07,2.149,2.116,-0.18570124397184518
2016-01-08,2.116,2.175,0.3300138065351309
2016-01-11,2.175,2.105,-0.39255836887563106
2016-01-12,2.105,2.091,-0.08007656025417806
2016-01-13,2.091,2.091,0.0
2016-01-14,2.091,2.037,-0.31397139842193506
2016-01-15,2.037,2.045,0.04703582700115545
2016-01-18,2.045,2.056,0.0643746971778445
2016-01-19,2.056,1.988,-0.4035988723024365
2016-01-20,1.988,2.028,0.23905172993465218
2016-01-21,2.028,2.057,0.17038229930260085
2016-01-22,2.057,2.006,-0.3012710535729163
2016-01-25,2.006,2.003,-0.017959594272748878
2016-01-26,2.003,2.003,0.0
2016-01-27,2.003,1.982,-0.12647544931062069
2016-01-28,1.982,1.923,-0.3626396316138425
2016-01-29,1.923,1.95,0.167314871628152
2016-02-01,1.95,1.852,-0.618758836220012
2016-02-02,1.852,1.883,0.19920136141233216
2016-02-03,1.883,1.846,-0.23814136313225853
2016-02-04,1.846,1.843,-0.019517488715691013
2016-02-05,1.843,1.748,-0.6350688174521106
2016-02-08,1.748,1.731,-0.11727601247125816
2016-02-09,1.731,1.673,-0.4089702502726235
2016-02-10,1.673,1.664,-0.06472895526804187
2016-02-11,1.664,1.746,0.5772373802207246
2016-02-12,1.746,1.772,0.1773767371857443
2016-02-15,1.772,1.779,0.04731067800970527
2016-02-16,1.779,1.816,0.24701845794484242
2016-02-17,1.816,1.741,-0.506119432716595
2016-02-18,1.741,1.743,0.013777269021983118
2016-02-19,1.743,1.755,0.08233308455934193
2016-02-22,1.755,1.716,-0.26967427022470214
2016-02-23,1.716,1.752,0.2491438973811507
2016-02-24,1.752,1.714,-0.26313806806333995
2016-02-25,1.714,1.764,0.34504964890813816
2016-02-26,1.764,1.738,-0.17818716889679093
2016-02-29,1.738,1.827,0.5992830066320314
2016-03-01,1.827,1.835,0.05243044932796799
2016-03-02,1.835,1.835,0.0
2016-03-03,1.835,1.876,0.26516842892999204
2016-03-04,1.876,1.904,0.1777810294216882
2016-03-07,1.904,1.831,-0.4691360481215986
2016-03-08,1.831,1.88,0.31691413379380884
2016-03-09,1.88,1.936,0.35222654415032845
2016-03-10,1.936,1.98,0.2696742702247029
2016-03-11,1.98,1.961,-0.11570756990681577
2016-03-14,1.961,1.968,0.04275901699022787
2016-03-15,1.968,1.913,-0.34014129806335036
2016-03-16,1.913,1.898,-0.09446388324455665
2016-03-17,1.898,1.877,-0.13351131100037197
2016-03-18,1.877,1.917,0.2530404775096293
2016-03-21,1.917,1.944,0.16783490369687845
2016-03-22,1.944,1.879,-0.40809582728302884
2016-03-23,1.879,1.9,0.13336998889279722
2016-03-24,1.9,1.883,-0.10785163796855253
2016-03-28,1.883,1.804,-0.5143179364150015
2016-03-29,1.804,1.828,0.15859261669831753
2016-03-30,1.828,1.77,-0.3869151173546469
2016-03-31,1.77,1.774,0.02708804761980103
2016-04-01,1.774,1.762,-0.08144827648079986
2016-04-04,1.762,1.72,-0.2895028402635134
2016-04-05,1.72,1.758,0.26223010125148444
2016-04-06,1.758,1.687,-0.49469994838984777
2016-04-07,1.687,1.717,0.21152134021808605
2016-04-08,1.717,1.722,0.03489388908240666
2016-04-11,1.722,1.776,0.37052686277327074
2016-04-12,1.776,1.766,-0.06775850865852058
2016-04-13,1.766,1.792,0.17538254845164467
2016-04-14,1.792,1.753,-0.26404450336369595
2016-04-15,1.753,1.771,0.12258903433918802
2016-04-18,1.771,1.787,0.10792652851913301
2016-04-19,1.787,1.845,0.38329249578239477
2016-04-20,1.845,1.865,0.12938130723946095
2016-04-21,1.865,1.891,0.1661368389665001
2016-04-22,1.891,1.914,0.14507404025330425
2016-04-25,1.914,1.931,0.10611252498738052
2016-04-26,1.931,1.852,-0.501262406668677
2016-04-27,1.852,1.824,-0.18281093486217567
2016-04-28,1.824,1.835,0.07215107825272676
2016-04-29,1.835,1.872,0.23955475858640274
2016-05-02,1.872,1.796,-0.4973448981047103
2016-05-03,1.796,1.777,-0.12762504848992337
2016-05-04,1.777,1.742,-0.2387120489064385
2016-05-05,1.742,1.779,0.2522103630406429
2016-05-06,1.779,1.751,-0.19037226455980022
2016-05-09,1.751,1.754,0.020542087755319384
2016-05-10,1.754,1.735,-0.13069776661402424
2016-05-11,1.735,1.748,0.08957836601425334
2016-05-12,1.748,1.702,-0.3200189649859355
2016-05-13,1.702,1.757,0.38164534864533317
2016-05-16,1.757,1.772,0.10201251573515058
2016-05-17,1.772,1.859,0.5751582786770117
2016-05-18,1.859,1.847,-0.07771209026644807
2016-05-19,1.847,1.844,-0.019506912992408882
2016-05-20,1.844,1.835,-0.05871172353442218
2016-05-23,1.835,1.865,0.1945988590709435
2016-05-24,1.865,1.872,0.04495589951545679
2016-05-25,1.872,1.83,-0.27229693442484915
2016-05-26,1.83,1.851,0.13692080085636887
2016-05-27,1.851,1.862,0.0711017431621784
2016-05-30,1.862,1.851,-0.07110174316217921
2016-05-31,1.851,1.839,-0.07804905563011652
2016-06-01,1.839,1.799,-0.2638918878454555
2016-06-02,1.799,1.702,-0.6651230978065643
2016-06-03,1.702,1.737,0.24426548529342623
2016-06-06,1.737,1.716,-0.14596183431836957
2016-06-07,1.716,1.704,-0.08421087190375842
2016-06-08,1.704,1.682,-0.15593840227641237
2016-06-09,1.682,1.644,-0.2742151790012176
2016-06-10,1.644,1.613,-0.22843796989099577
2016-06-13,1.613,1.613,0.0
2016-06-14,1.613,1.575,-0.286086322385705
2016-06-15,1.575,1.579,0.030437555950904797
2016-06-16,1.579,1.611,0.240760427055988
2016-06-17,1.611,1.678,0.48897004620212414
2016-06-20,1.678,1.709,0.21966955306127464
2016-06-21,1.709,1.687,-0.15547920683547115
2016-06-22,1.687,1.744,0.39875426307547823
2016-06-23,1.744,1.562,-1.3225712888315233
2016-06-24,1.562,1.444,-0.9426001313623171
2016-06-27,1.444,1.465,0.17325842398075403
2016-06-28,1.465,1.517,0.4185534947683721
2016-06-29,1.517,1.475,-0.33692052689534296
2016-06-30,1.475,1.456,-0.15558048020746862
2016-07-01,1.456,1.441,-0.12426759308530984
2016-07-04,1.441,1.375,-0.562603030786206
2016-07-05,1.375,1.373,-0.0174672519924078
2016-07-06,1.373,1.385,0.10442415424161416
2016-07-07,1.385,1.358,-0.23624532603356857
2016-07-08,1.358,1.43,0.6199369816237361
2016-07-11,1.43,1.507,0.6293577044705103
2016-07-12,1.507,1.473,-0.2738373859663812
2016-07-13,1.473,1.537,0.5103759249115865
2016-07-14,1.537,1.558,0.16284579470517396
2016-07-15,1.558,1.582,0.18344306276286776
2016-07-18,1.582,1.558,-0.18344306276286781
2016-07-19,1.558,1.58,0.1682627950838278
2016-07-20,1.58,1.556,-0.18367705539210655
2016-07-21,1.556,1.566,0.07687406174893809
2016-07-22,1.566,1.575,0.06876809650781825
2016-07-25,1.575,1.563,-0.09177865005908215
2016-07-26,1.563,1.503,-0.46972728802202623
2016-07-27,1.503,1.508,0.039853905779123754
2016-07-28,1.508,1.45,-0.47064855783937665
2016-07-29,1.45,1.52,0.5657613411084249
2016-08-01,1.52,1.554,0.2654630050472483
2016-08-02,1.554,1.545,-0.06970009914896416
2016-08-03,1.545,1.503,-0.33072959494645626
2016-08-04,1.503,1.59,0.6752508655356348
2016-08-05,1.59,1.59,0.0
2016-08-06,1.59,1.592,0.015084854280613364
2016-08-08,1.592,1.549,-0.32857831184951725
2016-08-09,1.549,1.513,-0.282181519542153
2016-08-10,1.513,1.561,0.3747864807249145
2016-08-11,1.561,1.51,-0.39860388847754386
2016-08-12,1.51,1.51,0.0
2016-08-13,1.51,1.558,0.37551955946068416
2016-08-15,1.558,1.575,0.1302278979484789
2016-08-16,1.575,1.549,-0.1997485301143772
2016-08-17,1.549,1.534,-0.11677030187600457
2016-08-18,1.534,1.58,0.3545537291257332
2016-08-19,1.58,1.544,-0.2765807452354922
2016-08-22,1.544,1.546,0.015533982751749546
2016-08-23,1.546,1.563,0.13123321528931114
2016-08-24,1.563,1.578,0.11461405181211584
2016-08-25,1.578,1.628,0.3743285418799911
2016-08-26,1.628,1.563,-0.48894259369210735
2016-08-29,1.563,1.57,0.05362281505052707
2016-08-30,1.57,1.578,0.06099123676158971
2016-08-31,1.578,1.568,-0.07628760594559694
2016-09-01,1.568,1.607,0.2948179779259119
2016-09-02,1.607,1.609,0.014925375058446655
2016-09-05,1.609,1.536,-0.557174799417189
2016-09-06,1.536,1.536,0.0
2016-09-07,1.536,1.601,0.4973615914691657
2016-09-08,1.601,1.675,0.5422167751494266
2016-09-09,1.675,1.666,-0.06465145838854665
2016-09-12,1.666,1.729,0.44541195547803103
2016-09-13,1.729,1.698,-0.2171054257439758
2016-09-14,1.698,1.698,0.0
2016-09-15,1.698,1.694,-0.028301899911515275
2016-09-16,1.694,1.694,0.0
2016-09-17,1.694,1.707,0.0917381709892927
2016-09-19,1.707,1.693,-0.09882408793566419
2016-09-20,1.693,1.655,-0.2724131318636652
2016-09-21,1.655,1.618,-0.27132228231271466
2016-09-22,1.618,1.62,0.014823967295913698
2016-09-23,1.62,1.62,0.0
2016-09-24,1.62,1.584,-0.2696742702247035
2016-09-26,1.584,1.56,-0.18320966556946106
2016-09-27,1.56,1.572,0.09195447294682917
2016-09-28,1.572,1.558,-0.10734895870149933
2016-09-29,1.558,1.598,0.3041987987463167
2016-09-30,1.598,1.627,0.2158197707138128
2016-10-03,1.627,1.69,0.4558884083769764
2016-10-04,1.69,1.706,0.11307504161406226
2016-10-05,1.706,1.739,0.22990543563190308
2016-10-06,1.739,1.723,-0.11091933391624034
2016-10-07,1.723,1.765,0.28900479407361007
2016-10-10,1.765,1.767,0.01359003542759024
2016-10-11,1.767,1.771,0.027133985557645967
2016-10-12,1.771,1.746,-0.1706028165994319
2016-10-13,1.746,1.805,0.39879761240920397
2016-10-14,1.805,1.805,0.0
2016-10-15,1.805,1.768,-0.2485395308327104
2016-10-17,1.768,1.74,-0.19156621186816905
2016-10-18,1.74,1.747,0.048179015105783436
2016-10-19,1.747,1.756,0.06166156873206292
2016-10-20,1.756,1.736,-0.13745854769719773
2016-10-21,1.736,1.766,0.20560183132331758
2016-10-24,1.766,1.758,-0.05448363502539583
2016-10-25,1.758,1.791,0.22316788578707303
2016-10-26,1.791,1.85,0.38893819213990455
2016-10-27,1.85,1.849,-0.006488240222949139
2016-10-28,1.849,1.826,-0.15020604278653216
2016-10-31,1.826,1.827,0.006569942677114129
2016-11-01,1.827,1.801,-0.17199853442460833
2016-11-02,1.801,1.81,0.05981734900698417
2016-11-03,1.81,1.778,-0.21405249823225822
2016-11-04,1.778,1.828,0.33280003128294566
2016-11-07,1.828,1.858,0.1953380083162618
2016-11-08,1.858,2.068,1.2849757950544307
2016-11-09,2.068,2.138,0.3994662714800485
2016-11-10,2.138,2.254,0.6340272361767724
2016-11-14,2.254,2.23,-0.12845796174668644
2016-11-15,2.23,2.214,-0.08640901422698652
2016-11-16,2.214,2.297,0.4416370730461936
2016-11-17,2.297,2.348,0.26351973910666426
2016-11-18,2.348,2.314,-0.17503527833238167
2016-11-21,2.314,2.314,0.0
2016-11-22,2.314,2.355,0.21075718436275548
2016-11-23,2.355,2.382,0.13679692157672746
2016-11-24,2.382,2.359,-0.11643204609084468
2016-11-25,2.359,2.312,-0.24149819538488354
2016-11-28,2.312,2.293,-0.09902336321236162
2016-11-29,2.293,2.39,0.4971883448118237
2016-11-30,2.39,2.454,0.31711176414360454
2016-12-01,2.454,2.392,-0.30707412240401344
2016-12-02,2.392,2.401,0.045065773808770686
2016-12-05,2.401,2.392,-0.045065773808769236
2016-12-06,2.392,2.344,-0.24325157248342927
2016-12-07,2.344,2.409,0.3282342230156175
2016-12-08,2.409,2.466,0.28062817331302004
2016-12-09,2.466,2.477,0.05340894918083912
2016-12-12,2.477,2.473,-0.01939394361532054
2016-12-13,2.473,2.567,0.44767096019669284
2016-12-14,2.567,2.606,0.1809429217637991
2016-12-15,2.606,2.599,-0.032276676519600436
2016-12-16,2.599,2.544,-0.25666932217773025
2016-12-19,2.544,2.56,0.07523535616314474
2016-12-20,2.56,2.538,-0.10357067039130308
2016-12-21,2.538,2.553,0.07071322760581103
2016-12-22,2.553,2.543,-0.047095821832369336
2016-12-23,2.543,2.543,0.0
2016-12-26,2.543,2.561,0.08463984932886706
2016-12-27,2.561,2.512,-0.23182270333723115
2016-12-28,2.512,2.477,-0.16837317718475797
2016-12-29,2.477,2.446,-0.15112935890690177
2016-12-30,2.446,2.446,0.0
2017-01-02,2.446,2.448,0.009807928621188136
2017-01-03,2.448,2.441,-0.03436287887108079
2017-01-04,2.441,2.348,-0.4661266733396757
2017-01-05,2.348,2.421,0.36740131188085573
2017-01-06,2.421,2.368,-0.2656195312099461
2017-01-09,2.368,2.378,0.050568974961970714
2017-01-10,2.378,2.37,-0.04043811745860389
2017-01-11,2.37,2.361,-0.04565636452396632
2017-01-12,2.361,2.398,0.18659758202336
2017-01-13,2.398,2.378,-0.1005031000407886
2017-01-16,2.378,2.325,-0.2704771107512448
2017-01-17,2.325,2.428,0.5201740098951853
2017-01-18,2.428,2.47,0.20580332931160844
2017-01-19,2.47,2.467,-0.014583757111995251
2017-01-20,2.467,2.401,-0.3254102436972433
2017-01-23,2.401,2.465,0.3156778830664473
2017-01-24,2.465,2.515,0.2409719526845895
2017-01-25,2.515,2.512,-0.014322659349004414
2017-01-26,2.512,2.486,-0.12485106620919345
2017-01-27,2.486,2.49,0.019292608657162553
2017-01-30,2.49,2.466,-0.11622366881356386
2017-01-31,2.466,2.477,0.05340894918083912
2017-02-01,2.477,2.474,-0.014542518443114417
2017-02-02,2.474,2.467,-0.03400123707691908
2017-02-03,2.467,2.417,-0.24570882991048487
2017-02-06,2.417,2.397,-0.09970975522918449
2017-02-07,2.397,2.34,-0.2888043129916471
2017-02-08,2.34,2.397,0.28880431299164594
2017-02-09,2.397,2.409,0.05992521816584369
2017-02-10,2.409,2.436,0.13374751457899586
2017-02-13,2.436,2.472,0.17604227697352606
2017-02-14,2.472,2.497,0.12074966042630167
2017-02-15,2.497,2.447,-0.2427267220452174
2017-02-16,2.447,2.42,-0.1331429315032751
2017-02-17,2.42,2.436,0.07907771614866699
2017-02-20,2.436,2.431,-0.024655854163971022
2017-02-21,2.431,2.415,-0.07924089875340318
2017-02-22,2.415,2.375,-0.20042219541517764
2017-02-23,2.375,2.315,-0.30705299938088604
2017-02-24,2.315,2.367,0.2665637159237928
2017-02-27,2.367,2.397,0.15113549904480286
2017-02-28,2.397,2.458,0.30156066829915196
2017-03-01,2.458,2.481,0.11176432278984785
2017-03-02,2.481,2.482,0.004835784873020613
2017-03-03,2.482,2.494,0.05787792570515112
2017-03-06,2.494,2.518,0.11492506037172662
2017-03-07,2.518,2.56,0.1985078744317905
2017-03-08,2.56,2.609,0.22751697195744225
2017-03-09,2.609,2.575,-0.15740966446670265
2017-03-10,2.575,2.626,0.2353469011788572
2017-03-13,2.626,2.602,-0.11017674948349146
2017-03-14,2.602,2.5,-0.4798757785939012
2017-03-15,2.5,2.537,0.1762985849158762
2017-03-16,2.537,2.5,-0.17629858491587613
2017-03-17,2.5,2.5,0.0
2017-03-18,2.5,2.463,-0.17892735282904954
2017-03-20,2.463,2.416,-0.23120206878998942
2017-03-21,2.416,2.403,-0.06474387981883935
2017-03-22,2.403,2.418,0.07467354525922903
2017-03-23,2.418,2.418,0.0
2017-03-24,2.418,2.378,-0.20017144708813064
2017-03-27,2.378,2.42,0.21009290280005832
2017-03-28,2.42,2.38,-0.20000462982254114
2017-03-29,2.38,2.421,0.2049622832704566
2017-03-30,2.421,2.389,-0.15966971534698782
2017-03-31,2.389,2.323,-0.3361849746648035
2017-04-03,2.323,2.364,0.20994774906695468
2017-04-04,2.364,2.339,-0.1275793433017171
2017-04-05,2.339,2.341,0.010256410880782458
2017-04-06,2.341,2.382,0.20834738909201633
2017-04-07,2.382,2.366,-0.08087646452295934
2017-04-10,2.366,2.298,-0.34993903355557376
2017-04-11,2.298,2.244,-0.28535030119336735
2017-04-12,2.244,2.232,-0.0643433176966248
2017-04-13,2.232,2.248,0.08571465014856244
2017-04-17,2.248,2.172,-0.41271035951706836
2017-04-18,2.172,2.216,0.24066440176018114
2017-04-19,2.216,2.236,0.10781743689378309
2017-04-20,2.236,2.246,0.05354761228078423
2017-04-21,2.246,2.246,0.0
2017-04-22,2.246,2.273,0.14339626264985847
2017-04-24,2.273,2.334,0.3177958679274979
2017-04-25,2.334,2.303,-0.1604509563097936
2017-04-26,2.303,2.3,-0.01564197484133047
2017-04-27,2.3,2.289,-0.057528983576090945
2017-04-28,2.289,2.322,0.1717661076632418
2017-05-01,2.322,2.287,-0.18225561882066862
2017-05-02,2.287,2.322,0.18225561882066987
2017-05-03,2.322,2.352,0.1540457611281682
2017-05-04,2.352,2.351,-0.0051031257413751835
2017-05-05,2.351,2.389,0.19240918542887891
2017-05-08,2.389,2.398,0.04512225913980214
2017-05-09,2.398,2.411,0.06487851112453866
2017-05-10,2.411,2.393,-0.0899254832735738
2017-05-11,2.393,2.326,-0.3407730579571621
2017-05-12,2.326,2.343,0.08738526515023048
2017-05-15,2.343,2.326,-0.08738526515023123
2017-05-16,2.326,2.223,-0.5435090293729583
2017-05-17,2.223,2.228,0.026960244995738326
2017-05-18,2.228,2.235,0.03764287200593248
2017-05-19,2.235,2.252,0.09092978654294077
2017-05-22,2.252,2.282,0.15880249394928148
2017-05-23,2.282,2.252,-0.15880249394928037
2017-05-24,2.252,2.255,0.01597515212637367
2017-05-25,2.255,2.25,-0.026637080859754657
2017-05-26,2.25,2.243,-0.03739152813909076
2017-05-29,2.243,2.208,-0.1887255254786676
2017-05-30,2.208,2.206,-0.010874491002458506
2017-05-31,2.206,2.213,0.03801768285122406
2017-06-01,2.213,2.159,-0.296446914434909
2017-06-02,2.159,2.183,0.13265911242163983
2017-06-05,2.183,2.145,-0.21072630225391692
2017-06-06,2.145,2.176,0.1721853193645921
2017-06-07,2.176,2.192,0.08791248110487457
2017-06-08,2.192,2.202,0.0546200305766292
2017-06-09,2.202,2.214,0.06521755183148394
2017-06-12,2.214,2.211,-0.016271188933631463
2017-06-13,2.211,2.127,-0.46478838788650984
2017-06-14,2.127,2.164,0.2069498971936217
2017-06-15,2.164,2.153,-0.061153711224109425
2017-06-16,2.153,2.191,0.20995010677324133
2017-06-19,2.191,2.157,-0.18767631847572125
2017-06-20,2.157,2.165,0.0444239285692067
2017-06-21,2.165,2.148,-0.09459821769401898
2017-06-22,2.148,2.144,-0.02236720125675304
2017-06-23,2.144,2.135,-0.05047915833561438
2017-06-26,2.135,2.203,0.37624105367541927
2017-06-27,2.203,2.226,0.12463422039776548
2017-06-28,2.226,2.267,0.21901342406446678
2017-06-29,2.267,2.304,0.19427245569903318
2017-06-30,2.304,2.304,0.0
2017-07-01,2.304,2.348,0.22700590958646366
2017-07-03,2.348,2.334,-0.07176441721782867
2017-07-04,2.334,2.327,-0.036043794530515316
2017-07-05,2.327,2.368,0.20958999241925547
2017-07-06,2.368,2.386,0.09087127984758367
2017-07-07,2.386,2.373,-0.06556015466517366
2017-07-10,2.373,2.361,-0.06083663220300747
2017-07-11,2.361,2.319,-0.21539039795977638
2017-07-12,2.319,2.348,0.14913412430946343
2017-07-13,2.348,2.332,-0.0820516017312489
2017-07-14,2.332,2.314,-0.09298367660113163
2017-07-17,2.314,2.261,-0.27804522570782453
2017-07-18,2.261,2.271,0.052956837931061054
2017-07-19,2.271,2.257,-0.07420518345627276
2017-07-20,2.257,2.237,-0.10680978392887275
2017-07-21,2.237,2.257,0.10680978392887372
